backend architecture,use case,heap,concurrency,garbage collector,workload,average_latency,min_latency,max_latency,percentile_10,percentile_20,percentile_50,percentile_90,percentile_99,percentile_999,percentile_9999,percentile_99999,percentile_999999,percentile_9999999,throughput,footprint,avgfootprintAfterFullGC,avgFreedMemoryByFullGC,avgfootprintAfterGC,avgFreedMemoryByGC,avgPause,minPause,maxPause,avgGCPause,avgFullGCPause,accumPause,fullGCPause,gcPause,gc_throughput,num_full_gc,num_minor_gc,freedMemoryPerMin,gcPerformance,fullGCPerformance,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%gnice,%idle,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,kbanonpg,kbslab,kbkstack,kbpgtbl,kbvmused,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,tps,rtps,wtps,bread/s,bwrtn/s,dentunusd,file-nr,inode-nr,pty-nr,proc/s,cswch/s,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,blocked,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
nio,file,7g,50,UseParallelGC,204800,89.28059488094438,18,196,75.0,82.0,90.0,102.0,119.0,136.0,158.0,188.0,194.69070399994962,195.86907040001824,545.5433333333333,7105,23.619,571,252.3,2224.517,0.00759,0.00357,0.07002,0.00749,0.07002,4.94,0.07,4.87,99.18,1,650,143666.225,296987.111,8154.79,57.90,0.00,5.13,0.00,0.17,0.00,1.63,0.00,0.00,35.16,4384707,3272909,42.74,18004,174263,8479960,110.74,3037105,117050,81,2965625,60538,5248,9866,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,9.78,14835,1195,23581,0,0.05,15312.42,5,314,4.39,5.79,6.69,0,6925.10,14175.04,531.53,110050.80,0.00,0.00,0.00,9.02
nio,file,7g,20,UseParallelGC,204800,38.5244104925829,6,108,26.0,33.0,40.0,47.0,54.0,60.0,68.36499999999069,105.07299999997485,107.70730000000913,107.97073000000091,487.83666666666664,7130.5,23.625,575,74.176,2291.073,0.0042,0.00171,0.08129,0.00406,0.08129,2.39,0.08,2.31,99.6,1,568,129298.631,563623.569,7073.249,53.41,0.00,4.13,0.00,0.12,0.00,1.22,0.00,0.00,41.11,4600159,3057457,39.93,18199,174980,8482027,110.77,2821391,117188,79,2749116,60772,5261,9399,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,10.07,14939,1149,23575,0,0.02,12690.64,5,315,4.01,4.56,5.62,0,5999.45,12552.87,461.28,98761.43,0.00,0.00,0.00,8.09
nio,file,7g,10,UseParallelGC,204800,18.89338520861074,3,98,12.0,16.0,20.0,23.0,27.0,31.0,56.779799999378156,86.1161799999536,96.4138990000065,97.84138989984058,480.64,7148.5,23.608,583,52.782,2332.104,0.00294,0.00147,0.07017,0.00282,0.07017,1.61,0.07,1.54,99.73,1,546,126577.113,827991.166,8308.477,50.38,0.00,4.59,0.00,0.15,0.00,1.30,0.00,0.00,43.59,4626964,3030652,39.58,21516,190504,8485460,110.81,2779034,132138,92,2702841,61001,5262,9344,0,0,0,0.00,0,0.00,0.57,0.00,0.57,0.00,10.42,15057,1134,23621,0,0.03,13180.39,4,315,3.77,3.62,4.57,0,5804.96,11948.31,446.73,97035.19,0.00,0.00,0.00,7.95
nio,file,7g,1,UseParallelGC,204800,2.2443766847850104,2,26,2.0,2.0,2.0,3.0,3.0,5.0,19.21140000000014,25.321140000000014,25.932113999995636,25.993211399996653,226.29,7166,23.619,573,38.272,2359.919,0.00213,0.00126,0.07058,0.00187,0.07058,0.56,0.07,0.49,99.91,1,262,61591.229,1261362.471,8118.309,23.60,0.00,2.82,0.00,0.29,0.00,0.64,0.00,0.00,72.66,4619883,3037733,39.67,21712,190824,8488380,110.85,2786037,132096,80,2709290,61041,5248,9328,0,0,0,0.00,0,0.00,0.59,0.00,0.59,0.00,10.08,15139,1133,23621,0,0.03,15227.32,2,314,0.93,1.58,3.10,0,2948.05,5664.53,223.94,45735.71,0.00,0.00,0.00,3.75
nio,file,7g,600,UseParallelGC,20480,149.37568624307076,19,419,111.0,123.0,147.0,191.0,242.0,289.0,339.0,378.1015599993989,417.60507800010964,418.8802538998425,3991.54,7058.5,23.622,584,235.032,2107.009,0.01762,0.01131,0.07309,0.01752,0.07309,10.22,0.07,10.15,98.31,1,579,121129.183,120234.857,7990.575,76.00,0.00,6.82,0.00,0.12,0.00,2.32,0.00,0.00,14.74,4445178,3212438,41.95,21905,191182,8492056,110.90,2958054,132088,80,2880794,62911,5247,9703,0,0,0,0.00,0,0.00,0.64,0.00,0.64,0.00,10.63,15224,2130,24234,0,0.02,14467.52,13,314,12.85,10.01,6.45,0,10288.79,17111.87,1299.62,81517.23,0.00,0.00,0.00,6.68
nio,file,7g,500,UseParallelGC,20480,136.84887941098813,1,369,106.0,115.0,134.0,172.0,217.0,257.0,301.3027999999467,341.1302799999248,364.7390839997679,368.5652112001553,3623.2433333333333,7080.5,23.619,557,134.82,2141.874,0.01494,0.00968,0.07206,0.01482,0.07206,7.74,0.07,7.66,98.72,1,517,110046.262,144478.585,7729.659,78.17,0.00,6.14,0.00,0.11,0.00,2.00,0.00,0.00,13.59,4567926,3089690,40.35,22101,191525,8486209,110.82,2835341,132044,84,2757502,62563,5248,9439,0,0,0,0.00,0,0.00,0.66,0.00,0.66,0.00,10.42,15306,1930,24142,0,0.03,14314.86,13,314,13.48,12.31,9.40,0,9191.51,15464.49,1167.56,74070.84,0.00,0.00,0.00,6.07
nio,file,7g,200,UseParallelGC,20480,50.99099534073202,4,196,37.0,41.0,50.0,66.0,84.0,108.0,172.0,188.0,194.3357520001009,195.8833937998861,3886.8766666666666,7128.5,23.624,582,67.613,2281.527,0.00703,0.00418,0.07264,0.0069,0.07264,3.66,0.07,3.59,99.39,1,520,117893.323,330420.618,8012.445,72.02,0.00,6.59,0.00,0.17,0.00,1.95,0.00,0.00,19.27,4624686,3032930,39.61,22296,191874,8492205,110.90,2781645,132040,82,2703251,61467,5248,9364,0,0,0,0.00,0,0.00,0.61,0.00,0.61,0.00,10.26,15388,1428,23850,0,0.02,17558.31,9,314,7.44,8.61,9.00,0,8555.68,15880.63,1143.46,79376.09,0.00,0.00,0.00,6.50
nio,file,7g,100,UseParallelGC,20480,26.059530797724836,2,248,18.0,20.0,26.0,34.0,44.0,57.0,84.0,95.0,110.31865999940783,232.43312839837745,3787.5633333333335,7147,23.62,560,54.543,2327.659,0.0044,0.00238,0.06929,0.00427,0.06929,2.19,0.07,2.12,99.64,1,497,114981.424,544630.839,8081.648,68.11,0.00,6.83,0.00,0.23,0.00,1.69,0.00,0.00,23.13,4614117,3043499,39.74,22493,192210,8493212,110.91,2791783,131714,84,2712510,61274,5248,9352,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.73,15470,1259,23759,0,0.03,21005.41,8,314,6.54,6.65,7.70,0,7973.04,11921.14,1083.99,77167.66,0.00,0.00,0.00,6.32
nio,file,7g,50,UseParallelGC,20480,10.816257159720157,1,143,7.0,8.0,10.0,16.0,22.0,30.0,48.0,127.0,138.0,142.31718749925494,4552.086666666667,7158,23.62,552,43.996,2354.934,0.00284,0.0018,0.08178,0.00271,0.08178,1.68,0.08,1.6,99.72,1,589,137825.491,869117.33,6749.577,62.46,0.00,8.65,0.00,0.35,0.00,2.46,0.00,0.00,26.09,4621676,3035940,39.65,22691,192554,8490541,110.88,2785193,131676,88,2705356,61092,5248,9363,0,0,0,0.00,0,0.00,0.55,0.00,0.55,0.00,10.26,15552,1184,23718,0,0.02,28213.72,6,314,5.53,5.56,6.57,0,9302.15,13782.34,1279.09,92666.34,0.00,0.00,0.00,7.59
nio,file,7g,20,UseParallelGC,20480,5.130736331675276,0,209,3.0,4.0,5.0,8.0,12.0,17.0,28.0,88.0,90.87277800007723,195.69878038717434,3757.41,7163.5,23.607,537,39.323,2365.624,0.00211,0.00138,0.0719,0.00197,0.0719,1.03,0.07,0.95,99.83,1,485,114031.221,1201536.004,7468.322,57.81,0.00,8.89,0.00,0.44,0.00,2.26,0.00,0.00,30.60,4597836,3059780,39.96,22891,192893,8487696,110.84,2808770,131669,81,2728362,61120,5262,9387,0,0,0,0.00,0,0.00,0.61,0.00,0.61,0.00,10.58,15630,1145,23693,0,0.02,34598.63,6,315,4.87,4.95,5.73,0,7593.03,11320.62,1048.58,76473.85,0.00,0.00,0.00,6.26
nio,file,7g,10,UseParallelGC,20480,3.1567170607985267,0,90,2.0,2.0,3.0,5.0,7.0,11.0,18.0,30.12359999981709,87.31854000000749,89.73185399989597,2979.403333333333,7165.5,23.62,590,37.814,2366.627,0.00202,0.00135,0.07069,0.00185,0.07069,0.78,0.07,0.71,99.87,1,386,90690.363,1282262.535,8345.758,51.65,0.00,8.42,0.00,0.51,0.00,1.81,0.00,0.00,37.60,4612800,3044816,39.76,23215,193232,8482764,110.78,2793709,131667,89,2712643,61200,5248,9398,0,0,0,0.00,0,0.00,0.57,0.00,0.57,0.00,10.66,15714,1131,23694,0,0.02,36654.02,5,314,4.04,4.14,4.90,0,6000.03,8965.61,829.86,60663.13,0.00,0.00,0.00,4.97
nio,file,7g,1,UseParallelGC,20480,0.6265257167936679,0,87,0.0,0.0,1.0,1.0,1.0,2.0,6.0,23.0,62.02352399902884,84.50235239916947,1321.51,7167.5,23.62,550,36.176,2350.23,0.00238,0.00125,0.06991,0.00199,0.06991,0.41,0.07,0.34,99.93,1,172,40284.042,1181579.16,7867.19,18.61,0.00,4.28,0.00,0.49,0.00,0.56,0.00,0.00,76.05,4622463,3035153,39.64,23410,193540,8484840,110.80,2783973,131660,84,2702394,61170,5256,9355,0,0,0,0.00,0,0.00,0.58,0.00,0.58,0.00,10.11,15797,1119,23695,0,0.03,27100.39,1,315,0.88,1.54,3.21,0,2646.89,3966.74,366.83,26896.60,0.00,0.00,0.00,2.20
nio,file,7g,600,UseParallelGC,3072,43.904025120014374,1,1018,33.0,36.0,42.0,57.0,88.0,131.0,925.0,971.0,988.4611999988556,1018.0,13653.92,7129.5,23.619,560,69.648,2294.07,0.0121,0.00872,0.08935,0.01195,0.08935,6.12,0.09,6.03,98.99,1,505,114912.775,191977.122,6267.382,73.46,0.00,11.08,0.01,0.16,0.00,3.48,0.00,0.00,11.82,4590092,3067524,40.06,24474,225551,8493706,110.92,2783180,161120,80,2697969,63876,5261,9325,0,0,0,0.00,0,0.00,2.97,2.33,0.64,264.31,10.92,16394,2004,24555,0,0.18,14372.06,9,315,8.28,6.83,5.03,0,15745.04,26778.34,3074.57,44461.06,0.00,0.00,0.00,3.64
nio,file,7g,500,UseParallelGC,3072,39.52254757769952,1,266,29.0,32.0,38.0,51.0,80.0,127.0,163.0,187.0,207.62618699949235,262.96698319911957,12637.573333333334,7135.5,23.62,530,65.185,2306.272,0.0105,0.00675,0.09052,0.01033,0.09052,4.87,0.09,4.78,99.19,1,463,106101.428,223334.97,5854.924,74.74,0.00,10.16,0.00,0.15,0.00,3.01,0.00,0.00,11.93,4562353,3095263,40.42,24863,232848,8487372,110.84,2804967,167585,80,2718567,63476,5248,9360,0,0,0,0.00,0,0.00,0.61,0.00,0.61,0.00,10.58,16592,1822,24521,0,0.03,13460.67,10,314,9.25,8.52,6.79,0,14377.91,22462.84,2827.85,40974.89,0.00,0.00,0.00,3.36
nio,file,7g,200,UseParallelGC,3072,14.597716191472985,0,217,9.0,11.0,13.0,21.0,37.0,63.0,127.0,149.0,156.0,216.1802291991189,13662.85,7154.5,23.619,554,46.373,2348.22,0.00518,0.00226,0.07098,0.00504,0.07098,2.54,0.07,2.47,99.58,1,490,114299.546,465791.317,7804.873,68.03,0.00,11.14,0.00,0.26,0.00,2.72,0.00,0.00,17.85,4500145,3157471,41.23,50179,243230,8503608,111.05,2829856,175556,128,2715739,93100,5263,9359,0,0,0,0.00,0,0.00,0.92,0.00,0.92,0.00,23.29,45211,1385,52597,0,0.02,19962.39,8,315,6.94,7.09,6.89,0,14369.79,14388.00,2956.99,43681.81,0.00,0.00,0.00,3.58
nio,file,7g,100,UseParallelGC,3072,7.869824685006601,0,217,4.0,5.0,7.0,12.0,24.0,46.0,89.0,115.0,126.0,185.49821319105104,12651.323333333334,7161,23.619,566,41.245,2360.562,0.00327,0.00183,0.07321,0.00312,0.07321,1.49,0.07,1.41,99.75,1,453,106198.596,756980.455,7730.825,62.14,0.00,11.48,0.00,0.38,0.00,2.69,0.00,0.00,23.30,4506517,3151099,41.15,50378,243567,8482244,110.77,2824002,175544,77,2709326,92948,5248,9354,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.38,45290,1249,52503,0,0.01,26394.12,7,314,5.98,5.99,6.35,0,13008.07,12959.90,2712.45,40425.75,0.00,0.00,0.00,3.31
nio,file,7g,50,UseParallelGC,3072,4.2327098335257505,0,96,2.0,3.0,3.0,7.0,15.0,34.0,51.0,92.0,96.0,96.0,11719.33,7164.5,23.622,605,38.559,2366.2,0.00248,0.00156,0.08021,0.00229,0.08021,1.04,0.08,0.96,99.83,1,419,98568.078,1031079.802,7542.747,58.98,0.00,12.21,0.00,0.48,0.00,2.70,0.00,0.00,25.63,4483151,3174465,41.46,50585,247060,8498964,110.99,2880265,142264,76,2728592,93090,5248,9386,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.62,45503,1182,52573,0,0.01,33289.79,7,314,6.04,6.02,6.16,0,11893.50,11855.16,2498.39,37418.42,0.00,0.00,0.00,3.07
nio,file,7g,20,UseParallelGC,3072,2.1337928316532935,0,206,1.0,1.0,2.0,3.0,9.0,23.0,36.0,76.0,94.0,175.18723247712478,9253.086666666666,7166.5,23.619,585,36.983,2366.224,0.00223,0.00139,0.07495,0.00201,0.07495,0.74,0.07,0.67,99.88,1,332,78087.37,1178330.773,7804.693,52.95,0.00,12.15,0.00,0.66,0.00,2.68,0.00,0.00,31.57,4499096,3158520,41.25,50796,247378,8479528,110.73,2864604,142240,83,2712367,93057,5263,9354,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,10.05,45588,1154,52555,0,0.01,44881.61,6,315,5.51,5.55,5.82,0,9322.14,9302.89,1966.66,29538.63,0.00,0.00,0.00,2.42
nio,file,7g,10,UseParallelGC,3072,1.1201217809701935,0,105,0.0,1.0,1.0,2.0,4.0,9.0,17.0,24.0,101.7709419997409,104.73854709975421,8715.1,7167,23.618,545,36.422,2366.211,0.00217,0.00136,0.07527,0.00194,0.07527,0.68,0.08,0.61,99.89,1,313,73768.8,1221253.294,7240.918,50.82,0.00,14.09,0.00,0.80,0.00,2.58,0.00,0.00,31.71,4502421,3155195,41.20,50996,247704,8476076,110.69,2860976,142220,76,2708200,93017,5274,9517,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,10.85,45669,1155,52556,0,0.02,60823.30,5,316,5.37,5.23,5.47,0,8750.50,8740.45,1849.93,27824.02,0.00,0.00,0.00,2.28
nio,file,7g,1,UseParallelGC,3072,0.38789717496445747,0,24,0.0,0.0,0.0,1.0,1.0,1.0,5.0,21.0,23.264965999987908,23.9264965999173,2450.116666666667,7167.5,23.619,570,35.67,2315.795,0.00341,0.00129,0.07185,0.00265,0.07185,0.31,0.07,0.24,99.95,1,90,20851.93,872733.508,7932.719,12.50,0.00,5.71,0.00,0.73,0.00,0.68,0.00,0.00,80.38,4506706,3150910,41.15,51189,248002,8486976,110.83,2857572,142188,85,2704308,93246,5261,9318,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.87,45747,1106,52549,0,0.03,39960.12,1,315,0.80,1.75,3.60,0,2453.59,2452.59,519.49,7821.01,0.00,0.00,0.00,0.64
nio,file,7g,600,UseParallelGC,227,33.30676709726437,0,356,22.0,25.0,31.0,47.0,80.0,118.0,255.0,288.0,325.6023099999875,353.3011549981311,17992.303333333333,7146.5,23.619,599,61.081,2326.219,0.01072,0.00633,0.07279,0.01056,0.07279,4.16,0.07,4.09,99.31,1,387,89483.319,220265.199,8228.632,75.85,0.00,12.98,0.00,0.08,0.00,4.08,0.00,0.00,7.02,4488276,3169340,41.39,51384,248322,8487360,110.84,2871810,142184,85,2718026,95051,5248,9396,0,0,0,0.00,0,0.00,0.58,0.00,0.58,0.00,9.49,45834,1916,53165,0,0.02,13712.42,10,314,8.98,7.04,5.26,0,20095.92,26437.47,3976.77,7990.04,0.00,0.00,0.00,0.65
nio,file,7g,500,UseParallelGC,227,28.346669197614954,0,340,19.0,21.0,26.0,40.0,72.0,113.0,191.0,284.16079000011086,326.01255299616605,340.0,17613.073333333334,7150,23.619,586,54.802,2333.275,0.00937,0.00518,0.0761,0.00919,0.0761,3.54,0.08,3.47,99.41,1,377,87449.563,253763.223,7700.688,75.61,0.00,12.84,0.00,0.09,0.00,3.88,0.00,0.00,7.58,4476130,3181486,41.55,51585,248657,8486896,110.83,2884134,142185,94,2729831,94717,5258,9407,0,0,0,0.00,0,0.00,0.48,0.00,0.48,0.00,9.03,45916,1775,53073,0,0.02,13939.68,10,315,8.78,8.42,6.90,0,19371.71,22534.83,3868.05,7606.95,0.00,0.00,0.00,0.62
nio,file,7g,200,UseParallelGC,227,11.5753356356163,0,225,7.0,8.0,10.0,17.0,44.0,74.0,103.0,136.0,142.6670699995011,184.18492644652724,17221.553333333333,7160,23.619,586,42.691,2355.26,0.00476,0.00281,0.07179,0.00458,0.07179,1.74,0.07,1.67,99.71,1,365,85494.619,514236.858,8162.413,68.74,0.00,12.73,0.00,0.22,0.00,3.59,0.00,0.00,14.72,4499366,3158250,41.24,51789,248976,8487517,110.84,2864104,142185,81,2709254,93552,5253,9381,0,0,0,0.00,0,0.00,0.61,0.00,0.61,0.00,10.40,45994,1380,52777,0,0.07,18739.78,8,314,7.49,7.53,7.13,0,17927.60,18163.98,3693.51,7178.98,0.00,0.00,0.00,0.59
nio,file,7g,100,UseParallelGC,227,6.397199284730383,0,100,4.0,4.0,5.0,10.0,25.0,50.0,70.0,89.0,93.33490699995309,97.66745349857956,15550.313333333334,7164,23.609,556,39.451,2360.956,0.00325,0.00205,0.0707,0.00305,0.0707,1.08,0.07,1.01,99.82,1,330,77439.396,775191.669,7864.193,61.13,0.00,12.59,0.00,0.37,0.00,3.20,0.00,0.00,22.71,4489191,3168425,41.38,51985,249301,8486396,110.82,2874369,142186,88,2718990,93541,5261,9360,0,0,0,0.00,0,0.00,0.60,0.00,0.60,0.00,10.26,46075,1255,52685,0,0.03,24572.01,7,315,6.62,6.77,6.90,0,15901.58,15899.01,3310.31,6447.95,0.00,0.00,0.00,0.53
nio,file,7g,50,UseParallelGC,227,3.5632690896431995,0,205,2.0,2.0,3.0,6.0,15.0,35.0,50.0,90.0,94.0,158.67030937038362,13912.823333333334,7165.5,23.632,538,37.494,2362.353,0.00259,0.00158,0.07561,0.00234,0.07561,0.77,0.08,0.7,99.87,1,297,69634.932,1009397.746,7115.414,55.63,0.00,13.19,0.00,0.54,0.00,3.09,0.00,0.00,27.55,4490035,3167581,41.37,52187,249616,8484787,110.80,2873029,142184,84,2717104,93493,5256,9369,0,0,0,0.00,0,0.00,0.61,0.00,0.61,0.00,10.32,46156,1201,52643,0,0.03,34615.05,7,314,6.36,6.26,6.50,0,14090.72,14055.96,2950.41,5758.38,0.00,0.00,0.00,0.47
nio,file,7g,20,UseParallelGC,227,1.6635182416541843,0,79,1.0,1.0,1.0,3.0,9.0,20.0,30.0,62.0,71.0,76.16133279725909,11827.783333333333,7167,23.613,625,36.448,2361.213,0.00237,0.00135,0.07229,0.00209,0.07229,0.6,0.07,0.53,99.9,1,253,59329.334,1127303.004,8645.732,51.79,0.00,14.93,0.00,0.74,0.00,3.16,0.00,0.00,29.37,4491180,3166436,41.35,52384,249939,8485460,110.81,2872204,142184,87,2715761,93399,5249,9368,0,0,0,0.00,0,0.00,0.54,0.00,0.54,0.00,9.17,46244,1164,52628,0,0.03,52140.14,6,314,6.10,5.80,6.05,0,11903.50,11883.24,2502.10,4891.69,0.00,0.00,0.00,0.40
nio,file,7g,10,UseParallelGC,227,0.9387856407539318,0,98,0.0,0.0,1.0,2.0,4.0,8.0,13.0,24.0,98.0,98.0,10368.046666666667,7167.5,23.619,612,36.097,2358.056,0.0024,0.00133,0.07288,0.00208,0.07288,0.53,0.07,0.46,99.91,1,221,51930.959,1131316.482,8397.93,48.16,0.00,16.40,0.00,0.91,0.00,3.05,0.00,0.00,31.47,4510975,3146641,41.09,52583,250243,8481008,110.75,2852787,142180,88,2695837,93449,5248,9369,0,0,0,0.00,0,0.00,0.56,0.00,0.56,0.00,9.55,46326,1148,52626,0,0.02,71356.12,5,314,5.47,5.44,5.71,0,10402.31,10392.08,2189.83,4284.26,0.00,0.00,0.00,0.35
nio,file,7g,1,UseParallelGC,227,0.3268041320527684,0,74,0.0,0.0,0.0,1.0,1.0,1.0,4.0,23.0,48.91099800018128,71.4910997976549,2883.7966666666666,7166.5,23.609,510,35.549,2286.777,0.00408,0.00129,0.06946,0.00306,0.06946,0.27,0.07,0.2,99.96,1,64,14721.782,747758.725,7341.837,10.63,0.00,6.40,0.00,0.85,0.00,0.74,0.00,0.00,81.38,4496192,3161424,41.28,52783,250539,8482872,110.78,2868034,142180,71,2710629,93461,5253,9336,0,0,0,0.00,0,0.00,0.53,0.00,0.53,0.00,9.41,46404,1115,52622,0,0.01,46921.28,2,314,0.73,1.72,3.68,0,2887.02,2886.01,608.53,1191.27,0.00,0.00,0.00,0.10
oio,file,7g,200,UseParallelGC,20480,1002.1448403748809,1000,1129,1001.0,1001.0,1002.0,1003.0,1006.0,1022.0,1128.0,1129.0,1129.0,1129.0,199.53,6983.5,23.678,523,297.256,1721.581,0.03155,0.01227,0.08687,0.03049,0.07197,1.23,0.07,1.16,99.79,1,38,6548.791,56461.424,7267.341,4.69,0.00,1.53,0.00,0.06,0.00,0.44,0.00,0.00,93.27,4227448,3430168,44.79,26812,264799,8548392,111.63,3068977,229072,88,3010168,63559,8528,10231,0,0,0,0.00,0,0.00,0.48,0.00,0.48,0.03,8.64,15486,1259,24330,0,0.01,3253.16,2,519,0.44,2.15,5.30,0,1774.90,1982.90,159.45,4153.99,0.00,0.00,0.00,0.34
oio,file,7g,100,UseParallelGC,20480,1002.3650501672241,1,1088,1001.0,1001.0,1002.0,1003.0,1010.0,1065.0,1085.0100999999959,1087.402019999994,1087.940201999998,1087.9940201999998,99.66666666666667,6869.5,23.677,662,252.704,1636.033,0.0422,0.00791,0.08268,0.04017,0.08268,0.89,0.08,0.8,99.85,1,20,3418.157,40723.773,8006.947,2.25,0.00,1.08,0.00,0.03,0.00,0.24,0.00,0.00,96.40,4493889,3163727,41.31,27009,265978,8455076,110.41,2825961,212186,80,2748891,62741,6944,9532,0,0,0,0.00,0,0.00,0.57,0.09,0.48,6.67,9.44,15585,1157,24251,0,0.04,1667.49,2,420,0.02,0.44,2.85,0,883.95,986.92,79.49,2075.08,0.00,0.00,0.00,0.17
oio,file,7g,50,UseParallelGC,20480,1002.5311350411343,6,1057,1001.0,1001.0,1002.0,1004.0,1018.0,1049.050000000001,1056.0,1056.8504999999986,1056.9850499999993,1056.9985049999996,49.836666666666666,6869.5,23.675,646,234.132,1587.823,0.04708,0.02999,0.07817,0.04426,0.07817,0.57,0.08,0.49,99.9,1,11,1859.053,35876.58,8264.41,1.43,0.00,0.70,0.00,0.01,0.00,0.11,0.00,0.00,97.74,4616848,3040768,39.71,27198,266741,8405876,109.77,2710585,207620,74,2627973,62532,6272,9303,0,0,0,0.00,0,0.00,0.53,0.00,0.53,0.00,8.69,15682,1108,24221,0,0.00,888.86,2,378,0.06,0.18,1.52,0,449.43,504.27,40.23,1038.39,0.00,0.00,0.00,0.09
oio,file,7g,20,UseParallelGC,20480,1002.6511705685618,1000,1038,1001.0,1001.0,1002.0,1004.0,1018.0,1035.0210000000006,1036.8041999999987,1037.8804199999995,1037.988041999999,1037.9988041999986,19.933333333333334,6869.5,23.675,594,165.775,1475.418,0.04334,0.02152,0.07296,0.03742,0.07296,0.26,0.07,0.19,99.94,1,5,983.551,39432.482,8141.804,0.71,0.00,0.59,0.00,0.01,0.00,0.04,0.00,0.00,98.65,4793523,2864093,37.40,27390,267025,8349460,109.03,2536444,207515,78,2453277,62492,5553,8859,0,0,0,0.00,0,0.00,0.48,0.00,0.48,0.00,9.23,15764,1075,24201,0,0.05,476.43,2,333,0.06,0.06,0.79,0,182.79,205.90,16.29,415.58,0.00,0.00,0.00,0.03
oio,file,7g,10,UseParallelGC,20480,1002.6548494983277,1000,1032,1001.0,1002.0,1002.0,1004.0,1017.1100000000001,1023.0880000000034,1031.7010999999998,1031.9701099999997,1031.997011,1031.9997011,9.966666666666667,6869.5,23.631,568,155.724,1396.894,0.04797,0.02132,0.07034,0.04238,0.07034,0.24,0.07,0.17,99.96,1,4,565.746,32960.643,8074.777,0.56,0.00,0.57,0.00,0.01,0.00,0.02,0.00,0.00,98.83,4889672,2767944,36.15,27573,267313,8356860,109.13,2441172,207304,76,2357357,62420,5424,8820,0,0,0,0.00,0,0.00,0.40,0.00,0.40,0.00,8.24,15850,1070,24203,0,0.00,348.35,2,325,0.00,0.02,0.41,0,92.18,104.25,8.20,207.88,0.00,0.00,0.00,0.02
oio,file,7g,1,UseParallelGC,20480,1003.5451505016722,1002,1024,1002.0,1002.0,1003.0,1005.0,1021.02,1023.702,1023.9702,1023.99702,1023.9997020000001,1023.9999702,0.9966666666666667,6869.5,23.675,577,24.238,370.006,0.04563,0.02148,0.06978,0.02148,0.06978,0.09,0.07,0.02,0.56,1,1,242261.558,17223.113,8269.141,0.23,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,99.28,6492377,1165239,15.22,27761,267597,8329451,108.77,842023,207244,77,757677,62266,5138,5952,0,0,0,0.00,0,0.00,0.40,0.00,0.40,0.00,8.13,15930,1049,24201,0,0.01,233.96,2,307,0.00,0.00,0.19,0,11.18,13.11,0.96,20.97,0.00,0.00,0.00,0.00
oio,file,7g,600,UseParallelGC,3072,1001.8561725439544,0,1100,1001.0,1001.0,1002.0,1003.0,1008.0,1038.0,1088.0382999999856,1099.0,1099.8203829999838,1099.9820382999897,598.7266666666667,6968.5,23.629,652,338.769,1667.326,0.04485,0.02516,0.09786,0.044,0.07399,1.57,0.07,1.5,99.73,1,34,5768.338,37895.76,8812.168,7.05,0.00,3.39,0.00,0.15,0.00,0.93,0.00,0.00,88.48,4103447,3554169,46.41,27946,267905,8966076,117.09,3191324,206941,83,3106157,66242,14992,11106,0,0,0,0.00,0,0.00,0.50,0.00,0.50,0.00,9.12,16014,1659,24811,0,0.04,9060.80,2,923,0.55,0.35,0.26,0,3296.48,2996.47,347.07,2080.04,0.00,0.00,0.00,0.17
oio,file,7g,500,UseParallelGC,3072,1001.891285475793,0,1123,1001.0,1001.0,1002.0,1003.0,1009.0,1061.0,1103.0,1107.0,1120.6040159999393,1122.7604016000405,499.1666666666667,6869.5,23.675,557,327.956,1596.717,0.05134,0.02085,0.1061,0.05057,0.07379,1.54,0.07,1.47,99.74,1,29,4689.007,31576.176,7548.152,5.88,0.00,2.79,0.00,0.12,0.00,0.78,0.00,0.00,90.43,4206019,3451597,45.07,28134,268193,8858492,115.68,3095583,206888,79,3009878,65545,13406,10760,0,0,0,0.00,0,0.00,0.49,0.00,0.49,0.00,9.57,16094,1558,24719,0,0.01,7447.68,2,824,0.20,0.60,0.49,0,2747.88,2497.97,289.32,1734.43,0.00,0.00,0.00,0.14
